Title,Price,Location,Erstzulassung,Kilometerstand,Leistung,Treibstoff,Getriebeart,Fahrzeugtyp,Vorbesitzer,Zustand,Antrieb,CO₂-Ausstoß,Verbrauch,Anzahl Türen,Anzahl Sitze,RestAttributes,Equipment
Audi A3 SB 30 TDI *S line* Limousine,€ 24.986,"Anton-Auer-Straße 16 6410 Telfs Innsbruck-Land, Tirol ",2/2020,45.900 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,1,Gebrauchtwagen,Vorderrad,114 g/km,"4,40 l/100km",5,5,"{'Hubraum': '1.598 ccm', 'Zylinder': '4', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '02.2025', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'LED-Scheinwerfer', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'MwSt. ausweisbar', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A6 40 TDI quattro sport S-tronic, LED-Matrix, N... Limousine",€ 57.990,St.Veiter Strasse 186 9020 Klagenfurt Kärnten ,6/2022,20.000 km,204 PS (150 kW),Hybrid Elektro/Diesel,Automatik,Limousine,NaN,Gebrauchtwagen,Allrad,154 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '06.2025', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A4 35 TDI design S-tronic Limousine,€ 25.890,"Oberlaaer Strasse 244 1100 Wien, 10. Bezirk, Favoriten ",3/2019,71.140 km,150 PS (110 kW),Diesel,Automatik,Limousine,1,Gebrauchtwagen,Vorderrad,113 g/km,"4,30 l/100km",4,5,"{'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '3.2024', 'Garantie': '', 'Servicegepflegt': '', 'Leasingfähig': '', 'MwSt. ausweisbar': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 40 TDI advanced S-tronic *Mod.2021* Kombi / Family Van,€ 34.987,"Saglstraße 69 c 6410 Telfs Innsbruck-Land, Tirol ",11/2020,29.990 km,190 PS (140 kW),Diesel,Automatik,Kombi / Family Van,1,Gebrauchtwagen,Vorderrad,137 g/km,NaN,5,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '11.2023', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Abstandstempomat', 'Android Auto', 'Anhängerkupplung', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fernlichtassistent', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat']"
Audi A3 SB 30 TDI *S line* Limousine,€ 24.986,"Saglstraße 69 c 6410 Telfs Innsbruck-Land, Tirol ",2/2020,45.900 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,1,Gebrauchtwagen,Vorderrad,114 g/km,"4,40 l/100km",5,5,"{'Hubraum': '1.598 ccm', 'Zylinder': '4', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '02.2025', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'LED-Scheinwerfer', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'MwSt. ausweisbar', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi Q5 2,0 TDI quattro sport S-tronic, LED, Navi, S... SUV / Geländewagen",€ 37.290,St.Veiter Strasse 186 9020 Klagenfurt Kärnten ,2/2019,60.900 km,190 PS (140 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,129 g/km,"4,90 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'max. Anhängelast': '0 kg', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '02.2024', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A4 Avant 3,0 TDI quattro Aut Kombi / Family Van",€ 15.990,"Pramerdorf 87 4782 Sankt Florian am Inn Schärding, Oberösterreich ",10/2012,174.000 km,245 PS (180 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,154 g/km,"5,90 l/100km",5,5,"{'Hubraum': '2.967 ccm', 'max. Anhängelast': '1.900 kg', 'Zylinder': '6', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 5', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '10.2023', 'Garantie': '', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachgepäckträger', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi 80 2.6 Cabrio S-Line Cabrio / Roadster,€ 11.490,"Steinheilgasse 3 / Obj. 2 / Top 10 1210 Wien, 21. Bezirk, Floridsdorf ",5/2000,239.600 km,150 PS (110 kW),Benzin,Schaltgetriebe,Cabrio / Roadster,NaN,Gebrauchtwagen,Vorderrad,NaN,NaN,2,4,"{'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': ''}","['ABS', 'Beifahrerairbags', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Radio', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Zentralverriegelung']"
Audi A6 50 TDI S-tronicQuattro Limousine,€ 39.900,"Linzerstr 153 4614 Marchtrenk Wels-Land, Oberösterreich ",7/2019,102.000 km,204 PS (150 kW),Hybrid Elektro/Diesel,Automatik,Limousine,1,Gebrauchtwagen,Vorderrad,117 g/km,"4,50 l/100km",4,5,"{'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Außenfarbe': 'Blau', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '7.2024', 'Garantie': '', 'Servicegepflegt': '', 'Leasingfähig': '', 'MwSt. ausweisbar': ''}","['8-fach Bereift', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Handy induktiv laden', 'Head-Up-Display', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Laserlicht', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Teilautonomes Fahren', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
"Audi A3 SB 1,6 TDI intense Limousine",€ 19.999,"Anton-Auer-Straße 16 6410 Telfs Innsbruck-Land, Tirol ",6/2018,65.000 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,2,Gebrauchtwagen,Vorderrad,108 g/km,4 l/100km,5,5,"{'Hubraum': '1.598 ccm', 'max. Anhängelast': '0 kg', 'Zylinder': '4', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Garantie bis': '3 Jahre', 'Pickerl gültig bis': '06.2023', 'Garantie': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': '', 'Leasingfähig': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Leasingfähig', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi Q3 Sportback 35 TFSI S line exterieur SUV / Geländewagen,€ 37.890,"Schönbrunner Strasse 176 1120 Wien, 12. Bezirk, Meidling ",3/2021,19.077 km,150 PS (110 kW),Benzin,Schaltgetriebe,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,148 g/km,NaN,4,NaN,"{'Außenfarbe': 'Schwarz', 'Hubraum': '1.498 ccm', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Beifahrerairbags', 'Bordcomputer', 'elektr. Fensterheber', 'Freisprecheinrichtung', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Servolenkung', 'Sitzheizung']"
"Audi Q2 1,6 TDI Sport SUV / Geländewagen",€ 22.900,Ziegeleistraße 10 9020 Klagenfurt Kärnten ,3/2019,59.800 km,116 PS (85 kW),Diesel,Schaltgetriebe,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,114 g/km,"4,40 l/100km",4,4,"{'Hubraum': '1.598 ccm', 'max. Anhängelast': '0 kg', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Servicegepflegt': '', 'MwSt. ausweisbar': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'elektr. Fensterheber', 'elektr. Spiegel', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Zentralverriegelung']"
Audi Q3 35 TFSI intense SUV / Geländewagen,€ 39.990,"Schönbrunner Strasse 176 1120 Wien, 12. Bezirk, Meidling ",2/2023,260 km,150 PS (110 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,148 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
"Audi A6 allroad 3,0 TDI Quattro Intense tiptronic Kombi / Family Van",€ 41.990,Bauweltstraße 8 7210 Mattersburg Burgenland ,3/2018,80.000 km,190 PS (140 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,149 g/km,"5,70 l/100km",5,5,"{'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '8.2023'}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Schiebedach', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 35 TDI S-tr. XENON/NAVI/LEDER-SPORTSITZE Kombi / Family Van,€ 24.990,"Obersafen 26 8232 Grafendorf bei Hartberg Hartberg-Fürstenfeld, Steiermark ",1/2019,94.000 km,150 PS (110 kW),Diesel,Automatik,Kombi / Family Van,1,Gebrauchtwagen,Vorderrad,114 g/km,"3,90 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': '', 'Leasingfähig': '', 'MwSt. ausweisbar': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Leasingfähig', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A6 Avant 3,0 TDI S-Line Quattro S-tronic Kombi / Family Van",€ 26.990,"Umfahrung-Süd 7 4150 Rohrbach in Oberösterreich Rohrbach, Oberösterreich ",12/2015,188.000 km,218 PS (160 kW),Diesel,Automatik,Kombi / Family Van,2,Gebrauchtwagen,Allrad,138 g/km,"5,30 l/100km",5,5,"{'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Bordcomputer', 'CD Player', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi A6 1,9 Advance TDI Limousine",€ 1.150,"Karl Praunseys Strasse 6 2201 Gerasdorf Korneuburg, Niederösterreich ",5/1999,250.000 km,110 PS (81 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,152 g/km,"5,70 l/100km",4,5,"{'Hubraum': '1.896 ccm', 'max. Anhängelast': '1.200 kg', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Radio', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sperrdifferential', 'Stabilitätsprogramme (ESP)', 'Zentralverriegelung']"
Audi A6 Limousine 45 TDI quattro Design Limousine,€ 49.990,"Distelhof 81 8443 Gleinstätten Leibnitz, Steiermark ",11/2019,81.561 km,231 PS (170 kW),Diesel,Automatik,Limousine,NaN,Gebrauchtwagen,Allrad,142 g/km,NaN,4,5,"{'Hubraum': '2.967 ccm', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Anhängerkupplung', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Spurhalteassistent', 'Tempomat']"
Audi e-tron 50 quattro 71kWh Business SUV / Geländewagen,€ 49.900,"Burggasse 110 8750 Judenburg Murtal, Steiermark ",7/2020,70.000 km,313 PS (230 kW),Elektro,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Zylinder': '0', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', 'Garantie bis': '1 Jahr', 'Garantie': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Spiegel', 'Fahrerairbag', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
